BRAF01,2023-04-29T18:35,0,50,,25.615511 84.786210,
BRAF01,2023-04-30T18:35,0,50,,25.615511 84.786211,
BRAF01,2023-05-01T18:37,0,50,,25.615511 84.786212,
BRAF01,2023-05-03T18:37,0,50,,25.615511 84.786213,
BRAF01,2023-05-03T18:37,0,50,,25.615511 84.786214,
BRAF01,2023-05-04T18:37,0,50,,25.615511 84.786215,
BRAF01,2023-05-06T18:37,0,50,,25.615511 84.786216,
BRAF01,2023-05-08T18:37,0,50,,25.615511 84.786217,
BRAF01,2023-05-09T18:37,0,50,,25.615511 84.786218,
BRAF01,2023-05-09T18:37,0,50,,25.615511 84.786219,
BRAF01,2023-05-10T18:37,0,50,,25.615511 84.786220,
BRAF01,2023-05-11T18:37,0,50,,25.615511 84.786221,
BRAF01,2023-05-12T18:37,0,50,,25.615511 84.786222,
BRAF01,2023-05-13T18:37,0,50,,25.615511 84.786223,
BRAF01,2023-05-15T18:37,0,50,,25.615511 84.786224,
BRAF01,2023-05-15T18:37,0,50,,25.615511 84.786225,
BRAF01,2023-05-16T18:37,0,50,,25.615511 84.786226,
BRAF01,2023-05-17T18:37,0,50,,25.615511 84.786227,
BRAF01,2023-05-18T18:37,0,50,,25.615511 84.786228,
BRAF01,2023-05-19T18:37,0,50,,25.615511 84.786229,
BRAF01,2023-05-20T18:37,0,50,,25.615511 84.786230,
BRAF01,2023-05-21T18:50,0,50,,25.615511 84.786231,
BRAF01,2023-05-22T18:50,0,50,,25.615511 84.786232,
BRAF01,2023-05-23T18:50,0,50,,25.615511 84.786233,
BRAF01,2023-05-24T18:50,0,50,,25.615511 84.786234,
BRAF01,2023-05-25T18:50,0,50,,25.615511 84.786235,
BRAF01,2023-05-26T18:50,0,50,,25.615511 84.786236,
BRAF01,2023-05-27T18:50,0,50,,25.615511 84.786237,
BRAF01,2023-05-29T18:50,0,50,,25.615511 84.786238,
BRAF01,2023-05-30T18:50,0,50,,25.615511 84.786239,
BRAF01,2023-05-31T18:50,0,50,,25.615511 84.786240,
BRAF01,2023-06-01T18:50,0,50,,25.615511 84.786241,
BRAF01,2023-06-02T18:50,0,50,,25.615511 84.786242,
BRAF01,2023-06-03T18:55,0,50,,25.615511 84.786243,
BRAF01,2023-06-05T18:55,0,50,,25.615511 84.786244,
BRAF01,2023-06-05T18:55,0,50,64180,25.615511 84.786245,
