BRAF05,2023-04-27T11:00,0,50,,"25.623916 84.089036",
BRAF05,2023-04-28T11:00,0,50,,"25.623916 84.089037",
BRAF05,2023-05-02T08:30,0,50,,"25.623916 84.089038",
BRAF05,2023-05-03T09:00,0,50,15210,25.623916 84.089039,
BRAF05,2023-05-04T09:00,0,50,15210,25.623916 84.089040,
BRAF05,2023-05-06T09:00,0,50,,25.623916 84.089041,
BRAF05,2023-05-08T09:00,0,50,,25.623916 84.089042,
BRAF05,2023-05-09T09:00,0,50,,25.623916 84.089043,
BRAF05,2023-05-10T09:00,0,50,,25.623916 84.089044,
BRAF05,2023-05-11T09:00,0,50,,25.623916 84.089045,
BRAF05,2023-05-12T09:00,0,50,,25.623916 84.089046,
BRAF05,2023-05-13T09:00,0,50,,25.623916 84.089047,
BRAF05,2023-05-15T09:00,0,50,,25.623916 84.089048,
BRAF05,2023-05-16T09:00,0,50,,25.623916 84.089049,
BRAF05,2023-05-17T08:30,0,50,,25.623916 84.089050,
BRAF05,2023-05-18T09:00,0,50,,25.623916 84.089051,
BRAF05,2023-05-20T08:30,0,50,,25.623916 84.089052,
BRAF05,2023-05-23T09:00,0,50,,25.623916 84.089053,
BRAF05,2023-05-24T09:00,0,50,,25.623916 84.089054,
BRAF05,2023-05-25T09:00,0,50,,25.623916 84.089055,
BRAF05,2023-05-26T09:00,0,50,,25.623916 84.089056,
BRAF05,2023-05-27T09:00,0,50,,25.623916 84.089057,
BRAF05,2023-05-29T09:00,0,50,,25.623916 84.089058,
BRAF05,2023-05-30T09:00,0,50,,25.623916 84.089059,
BRAF05,2023-05-31T09:00,0,50,,25.623916 84.089060,
BRAF05,2023-06-1T09:00,0,50,,25.623916 84.089061,
BRAF05,2023-06-1T09:01,0,50,,25.623916 84.089062,
BRAF05,2023-06-1T09:02,0,50,,25.623916 84.089063,
BRAF05,2023-06-1T09:03,0,50,,25.623916 84.089064,
BRAF05,2023-06-1T09:04,0,50,,25.623916 84.089065,
