BRAF02,2023-04-27T08:30,0,50,9530,25.673795 84.707092,
BRAF02,2023-04-28T08:30,0,50,5640,25.673795 84.707093,
BRAF02,2023-04-29T15:05,0,50,14820,25.673795 84.707094,
BRAF02,2023-04-30 T08:03,0,50,,25.673795 84.707095,
BRAF02,2023-05-01 T08:03,0,50,,25.673795 84.707096,
BRAF02,2023-05-02 T08:03,0,50,,25.673795 84.707097,
BRAF02,2023-05-03 T08:03,0,50,,25.673795 84.707098,
BRAF02,2023-05-04 T08:03,0,50,,25.673795 84.707099,
BRAF02,2023-05-05 T08:03,0,50,,25.673795 84.707100,
BRAF02,2023-05-06 T08:03,0,50,,25.673795 84.707101,
BRAF02,2023-05-07 T08:03,0,50,,25.673795 84.707102,
BRAF02,2023-05-08 T08:03,0,50,,25.673795 84.707103,
BRAF02,2023-05-09 T08:03,0,50,,25.673795 84.707104,
BRAF02,2023-05-10 T08:03,0,50,,25.673795 84.707105,
BRAF02,2023-05-11 T08:03,0,50,,25.673795 84.707106,
BRAF02,2023-05-12 T08:03,0,50,,25.673795 84.707107,
BRAF02,2023-05-13 T08:03,0,50,,25.673795 84.707108,
BRAF02,2023-05-14 T08:03,0,50,,25.673795 84.707109,
BRAF02,2023-05-15 T08:03,0,50,,25.673795 84.707110,
BRAF02,2023-05-16 T08:03,0,50,,25.673795 84.707111,
BRAF02,2023-05-17 T08:03,0,50,,25.673795 84.707112,
BRAF02,2023-05-18 T08:03,0,50,,25.673795 84.707113,
BRAF02,2023-05-19 T08:03,0,50,,25.673795 84.707114,
BRAF02,2023-05-20 T08:03,0,50,,25.673795 84.707115,
BRAF02,2023-05-21 T08:03,0,50,,25.673795 84.707116,
BRAF02,2023-05-22 T08:03,0,50,,25.673795 84.707117,
BRAF02,2023-05-23 T08:03,0,50,,25.673795 84.707118,
BRAF02,2023-05-24 T08:03,0,50,,25.673795 84.707119,
BRAF02,2023-05-25 T08:03,0,50,,25.673795 84.707120,
BRAF02,2023-05-26 T08:03,0,50,,25.673795 84.707121,
BRAF02,2023-05-27 T08:03,0,50,,25.673795 84.707122,
BRAF02,2023-05-29 T08:03,0,50,,25.673795 84.707123,
BRAF02,2023-05-30 T08:03,0,50,,25.673795 84.707124,
BRAF02,2023-05-31 T08:03,0,50,,25.673795 84.707125,
BRAF02,2023-06-01 T08:03,0,50,,25.673795 84.707126,
BRAF02,2023-06-02 T08:04,0,50,16040,25.673795 84.707127,
BRAF02,2023-06-03 T08:05,0,50,,25.673795 84.707128,
